Temperature,Humidity,Pressure,Altitude,Time
,65.99347158810545,1085.4174735201987,1039.0076697317038,15:29
,71.50565122602902,,3985.0470140196694,
,61.848740509661994,,1390.2827799760196,
42.427054708957755,64.36355238442634,934.8302212701849,4832.177451025087,
33.968580178573404,31.735278054227834,1013.1935397566716,-93.02415108084077,
16.601304444024713,92.24888309686162,1081.7239312076988,3339.321233791305,15:9
,70.50291032801496,919.2375498235747,2982.9470907455193,
55.80677280297459,72.11917530089652,992.2273101481005,,
99.64374504837687,97.11693649004619,975.136253210455,4445.316335614207,10:16
95.74324807250095,47.16849601486085,938.9813781819355,2030.6063029560032,
70.7646520624556,7.4460962118001355,1030.511185344004,1113.0310845618617,16:29
37.73105805208598,69.76631163745898,1083.2292124399985,,
,95.10657927198788,935.8508461452682,2285.4521767493916,
6.635527160452437,,905.5675249264681,,
,86.20120800693147,,4417.474038790269,
37.527540450645844,,994.8995518441203,1593.9094537471187,
73.08680066296407,,994.9262823200191,4233.480792351534,
16.774001141980378,99.10620542777883,993.2852628198069,1442.6165334684504,15:0
90.91382201877515,34.833733266180985,1021.047794622119,,6:57
33.506454996657,93.3869508920527,,775.9114053192951,
50.50298459966898,14.960952741832767,1057.6236373883564,3947.9171518862704,
51.47697629069553,19.163758016875963,950.9310174886382,,5:10
62.23145596277221,87.08945565879999,958.5543041162091,3674.7406380598177,
36.09459436259909,75.96999514217235,,,
,16.717113991616817,1073.9454792645552,2160.4807800371,20:16
18.055739168774267,57.574282422449265,1048.8572558983753,464.64008898052316,
51.57000417536898,50.264082820061915,1078.2299006030437,4574.860879518461,
,54.849372689403594,1092.03534633152,4120.8911424412945,
49.39938072029507,22.072848716560635,1035.3066330278573,,2:39
86.2732724738697,52.09156442035923,901.0882441552492,2954.303352918005,9:20
,50.79101882524605,964.2909430994282,4225.206882083931,
78.92257903128304,,,3592.982336468823,
95.95254301993732,25.932646783220658,917.7401831526288,2561.7609701888737,5:7
8.969522981179157,33.168266870019345,1055.7701196236223,,
32.36127399138643,46.15590413557592,,2166.236662909215,19:35
56.307672445896216,58.783737099602085,1094.2250937804022,2854.0746725496,16:54
57.11209709559814,86.01790969499223,906.7364615209921,4851.314761584218,
,38.18396964132784,903.8243535978772,2313.0594490223434,
43.162741540222505,,1032.018735188347,3953.0586487308083,
22.562017783013243,18.244582233084337,1028.1269996114927,2053.138594275207,
11.001898377642927,51.14912766060006,952.7490029772011,,
30.95536075414187,19.03154139043601,1075.089731202884,,11:20
34.08590614824679,35.66412874659704,,4537.76025578473,23:32
,36.71076493150748,993.3386981170169,4719.86335415595,14:31
77.89576412930262,86.26152375344434,997.2242778557469,,19:2
57.76391739625918,5.551283996918565,1088.575992328189,570.8371989942558,
83.98233259613829,3.5432142546177103,993.1299629148077,-21.02084195660001,
65.62444629479339,42.68310284779842,1035.3356762367453,2183.8605833979504,
29.11450589703488,,950.4255127252827,1053.3138559388835,5:8
50.63155797179289,74.0550388174734,1071.9997213619617,363.1723302598044,19:49
,13.775819615689745,1008.182399406377,2203.842232333705,
,81.18281867540412,985.3794363175015,1814.5575554426057,
,52.10955000057195,,2116.209489405427,15:41
62.83459186194291,86.36932656526241,,4708.390405107569,
78.10631965386368,5.153714030254941,981.8084651050143,4083.4989893288175,17:27
1.5385907775109398,,931.02791156982,4280.68767956635,
,69.53475536448306,1086.094815183802,2462.6349969138596,
89.13646276897217,5.6006392125502185,,2295.696486074971,
69.87841246172783,56.96206422491507,1047.6581914884136,,16:21
11.18118414666106,,,4153.360698156328,
61.043526261710824,,910.2886854280666,2139.320076607916,
,33.911736352943734,944.9214303416285,2445.0356587203105,21:7
94.24579909985796,,,4736.469560074607,12:58
57.46015129519466,46.26718844722693,1040.6918643971867,1802.5152972086607,
58.36930272958152,,1013.6282294835077,2666.3548663769902,
86.00402292572099,7.598040654217297,1085.0176676234337,2993.5649581198504,
64.37080878146872,2.4498571044171746,1099.3839715491292,2901.5315452882714,17:42
,13.557360715209798,1058.276824242121,1079.3036415841482,
97.19527245688482,,,4580.3612675670565,
40.4087484547178,,1051.9144279793188,3202.740949403763,22:27
71.01131837522594,81.46745688047088,,4948.4459230469865,22:34
99.67565976886517,69.83413292964475,983.0041014253633,4546.804674533889,
14.513453509424512,78.98402011701158,904.0325643504897,,14:41
51.975431756002266,40.961247635673914,1076.9132132123375,602.6374419876887,
96.12200465236378,45.990566747519644,1037.750545459289,2913.086032750528,13:57
,70.23143606460692,1085.173226844904,4538.928752385225,23:43
96.07858640075455,22.197077517526786,932.4473241070403,2134.043135946825,
90.6870698922589,15.675872159545213,918.5972102281074,,
20.978104294877443,,913.003480718697,,0:54
73.78196823320377,23.191571336895976,963.510736834667,405.23734678664425,13:54
95.77778595092687,48.35234338729204,927.1613755902339,1077.1080849476787,13:36
,43.657084551948756,,1124.6326772756477,14:20
88.07255543863253,23.483272430243616,1023.1202991543083,4147.618614354154,11:50
,,1054.2472718376468,117.98760217912871,
4.493404060736661,94.3310161558297,994.4357953486111,2789.7351541095154,
40.42758881055951,64.78862863154026,931.5729278970613,,
46.35000191288239,32.144618454618055,,,
74.8341758282728,41.67541917238431,1018.5496898515637,,
77.32997210930006,23.02047675941894,,1153.3158788945598,2:19
19.63400096422986,43.68323298021467,969.7204781797132,1563.002123839456,
30.60954917818278,,,490.38028232558406,12:26
6.1529910005696635,11.295254851712622,949.7113568438124,1398.9122092886225,14:55
9.252488505386458,22.43921332197236,992.9237811335113,4745.880322148795,
,2.53255220026386,,2344.2989698428282,10:28
,,1089.4785913879207,4785.499225456006,
84.51998531784548,63.13346685921203,1081.3269681019801,1129.1091478109104,
7.562242635300109,38.61787036110162,,1913.9260542074912,21:31
99.80219085495145,79.27458438915616,,3533.1567107135984,
19.576806041234896,,1059.4697029314607,,
79.16309659386366,92.34265077109988,1097.9723070857324,2003.0029284030834,
